instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,,,,1,1.600250695,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.5547,FALSE,FALSE,11,1,45,0,1,,,,,,,
,,,,,,0,1.68557064,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.4882,FALSE,FALSE,11,2,46,0,1,,,,,,,
,,,,,,0,2.369380106,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.1555,TRUE,FALSE,11,3,47,0,1,,,,,,,
,,,,,,0,1.599779857,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,1.3884,FALSE,TRUE,12,0,48,1,1,,,,,,,
,,,,,,0,2.117923043,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8255,TRUE,FALSE,12,1,49,2,1,,,,,,,
,,,,,,0,2.04385641,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.8095,TRUE,FALSE,12,2,50,0,1,,,,,,,
,,,,,,0,2.473827136,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,2.0208,TRUE,FALSE,12,3,51,2,1,,,,,,,
,,,,,,0,2.078933158,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.9058,TRUE,FALSE,13,0,52,0,1,,,,,,,
,,,,,,0,1.566027012,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.3877,FALSE,TRUE,13,1,53,0,1,,,,,,,
,,,,,,0,1.946678526,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.6542,TRUE,FALSE,13,2,54,2,1,,,,,,,
,,,,,,0,2.116432388,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8135,TRUE,FALSE,13,3,55,2,1,,,,,,,
,,,,,,0,1.772990312,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.7762,TRUE,FALSE,14,0,56,2,1,,,,,,,
,,,,,,0,1.961389997,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.5536,FALSE,FALSE,14,1,57,2,1,,,,,,,
,,,,,,1,1.888414956,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.5448,FALSE,FALSE,14,2,58,3,1,,,,,,,
,,,,,,1,2.128606602,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.0703,TRUE,FALSE,14,3,59,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7084,3,0,3,0,1
,,,,,,1,1.652939424,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.2842,FALSE,TRUE,0,0,0,3,1,,,,,,,
,,,,,,0,1.921518374,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.5175,FALSE,FALSE,0,1,1,2,1,,,,,,,
,,,,,,0,1.547506419,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.3495,FALSE,TRUE,0,2,2,1,1,,,,,,,
,,,,,,0,2.443413821,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.4894,TRUE,FALSE,0,3,3,0,1,,,,,,,
,,,,,,0,1.548985134,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.204,FALSE,TRUE,1,0,4,1,1,,,,,,,
,,,,,,0,1.963639588,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.7705,TRUE,FALSE,1,1,5,1,1,,,,,,,
,,,,,,0,1.730799406,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.4711,FALSE,FALSE,1,2,6,3,1,,,,,,,
,,,,,,0,2.24868227,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,2.0373,TRUE,FALSE,1,3,7,0,1,,,,,,,
,,,,,,0,2.25338519,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,2.054,TRUE,FALSE,2,0,8,0,1,,,,,,,
,,,,,,0,2.413307111,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.2774,TRUE,FALSE,2,1,9,0,1,,,,,,,
,,,,,,0,2.167645904,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.752,TRUE,FALSE,2,2,10,2,1,,,,,,,
,,,,,,0,1.836111984,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.7394,TRUE,FALSE,2,3,11,0,1,,,,,,,
,,,,,,0,2.381990408,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.7411,TRUE,FALSE,3,0,12,2,1,,,,,,,
,,,,,,0,2.163501955,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.9231,TRUE,FALSE,3,1,13,3,1,,,,,,,
,,,,,,0,2.369643738,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,2.2595,TRUE,FALSE,3,2,14,2,1,,,,,,,
,,,,,,0,1.855538811,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.6398,TRUE,FALSE,3,3,15,0,1,,,,,,,
,,,,,,0,1.924764239,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.788,TRUE,FALSE,4,0,16,0,1,,,,,,,
,,,,,,0,2.098748044,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.8584,TRUE,FALSE,4,1,17,0,1,,,,,,,
,,,,,,0,2.430438949,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.274,TRUE,FALSE,4,2,18,0,1,,,,,,,
,,,,,,0,1.721227617,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.5528,FALSE,FALSE,4,3,19,1,1,,,,,,,
,,,,,,1,1.789958267,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.4199,FALSE,FALSE,5,0,20,0,1,,,,,,,
,,,,,,1,2.192023044,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.89,TRUE,FALSE,5,1,21,2,1,,,,,,,
,,,,,,1,1.85022354,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.6409,TRUE,FALSE,5,2,22,1,1,,,,,,,
,,,,,,1,1.659113531,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.354,FALSE,TRUE,5,3,23,3,1,,,,,,,
,,,,,,1,1.981049164,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,1.5701,FALSE,FALSE,6,0,24,1,1,,,,,,,
,,,,,,1,2.427255271,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.1387,TRUE,FALSE,6,1,25,2,1,,,,,,,
,,,,,,1,2.180094598,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.9716,TRUE,FALSE,6,2,26,1,1,,,,,,,
,,,,,,1,2.207057179,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.8707,TRUE,FALSE,6,3,27,1,1,,,,,,,
,,,,,,1,2.249363848,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.9645,TRUE,FALSE,7,0,28,2,1,,,,,,,
,,,,,,1,2.091415018,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.788,TRUE,FALSE,7,1,29,3,1,,,,,,,
,,,,,,1,1.510507944,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.2528,FALSE,TRUE,7,2,30,2,1,,,,,,,
,,,,,,1,1.870447318,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.6448,TRUE,FALSE,7,3,31,3,1,,,,,,,
,,,,,,0,1.887114571,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.5702,FALSE,FALSE,8,0,32,2,1,,,,,,,
,,,,,,1,1.571390507,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.5278,FALSE,FALSE,8,1,33,1,1,,,,,,,
,,,,,,1,1.99508934,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.7061,TRUE,FALSE,8,2,34,2,1,,,,,,,
,,,,,,1,2.094456907,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.7119,TRUE,FALSE,8,3,35,1,1,,,,,,,
,,,,,,1,1.906511172,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.7745,TRUE,FALSE,9,0,36,0,1,,,,,,,
,,,,,,1,2.051469693,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.804,TRUE,FALSE,9,1,37,0,1,,,,,,,
,,,,,,0,1.573211449,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.4946,FALSE,FALSE,9,2,38,1,1,,,,,,,
,,,,,,0,2.032569499,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.6715,TRUE,FALSE,9,3,39,2,1,,,,,,,
,,,,,,0,2.426815569,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,2.0381,TRUE,FALSE,10,0,40,1,1,,,,,,,
,,,,,,0,1.747488852,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.3358,FALSE,TRUE,10,1,41,2,1,,,,,,,
,,,,,,0,1.561285763,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.3528,FALSE,TRUE,10,2,42,3,1,,,,,,,
,,,,,,0,1.974375365,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.9578,TRUE,FALSE,10,3,43,3,1,,,,,,,
,,,,,,0,1.971458445,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.7737,TRUE,FALSE,11,0,44,3,1,,,,,,,
,,,,,,0,2.048224007,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,2.1207,TRUE,FALSE,11,1,45,0,1,,,,,,,
,,,,,,0,2.133325578,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,0.8531,FALSE,TRUE,11,2,46,3,1,,,,,,,
,,,,,,0,1.727264209,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.3725,FALSE,TRUE,11,3,47,3,1,,,,,,,
,,,,,,0,1.923554135,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.594,FALSE,FALSE,12,0,48,2,1,,,,,,,
,,,,,,0,1.768591913,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8892,TRUE,FALSE,12,1,49,3,1,,,,,,,
,,,,,,0,2.071054255,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,1.6463,TRUE,FALSE,12,2,50,1,1,,,,,,,
,,,,,,0,1.882588671,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.605,TRUE,FALSE,12,3,51,0,1,,,,,,,
,,,,,,1,1.723858572,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.4012,FALSE,FALSE,13,0,52,2,1,,,,,,,
,,,,,,0,1.595852053,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.5213,FALSE,FALSE,13,1,53,3,1,,,,,,,
,,,,,,0,1.628108337,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.4208,FALSE,FALSE,13,2,54,3,1,,,,,,,
,,,,,,0,1.774731938,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.4347,FALSE,FALSE,13,3,55,1,1,,,,,,,
,,,,,,0,1.588391011,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.4428,FALSE,FALSE,14,0,56,0,1,,,,,,,
,,,,,,0,2.375017274,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.8796,TRUE,FALSE,14,1,57,1,1,,,,,,,
,,,,,,0,2.21147277,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.9513,TRUE,FALSE,14,2,58,3,1,,,,,,,
,,,,,,0,1.614636755,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.2516,FALSE,TRUE,14,3,59,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.142,4,0,4,0,1
