instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,,,,1,2.450890266,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.1375,TRUE,FALSE,5,1,21,0,1,,,,,,,
,,,,,,1,1.815992623,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.4914,FALSE,FALSE,5,2,22,2,1,,,,,,,
,,,,,,1,1.563030874,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.4042,FALSE,FALSE,5,3,23,1,1,,,,,,,
,,,,,,1,1.67948053,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.8009,TRUE,FALSE,6,0,24,0,1,,,,,,,
,,,,,,1,2.019107434,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.7052,TRUE,FALSE,6,1,25,3,1,,,,,,,
,,,,,,1,2.237165726,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,1.9381,TRUE,FALSE,6,2,26,0,1,,,,,,,
,,,,,,1,2.455495669,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.606,TRUE,FALSE,6,3,27,0,1,,,,,,,
,,,,,,1,1.945906082,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,2.2543,TRUE,FALSE,7,0,28,2,1,,,,,,,
,,,,,,1,1.934797525,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.6284,TRUE,FALSE,7,1,29,2,1,,,,,,,
,,,,,,0,1.573083336,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.4051,FALSE,FALSE,7,2,30,1,1,,,,,,,
,,,,,,0,1.855380621,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8638,TRUE,FALSE,7,3,31,3,1,,,,,,,
,,,,,,0,2.012973294,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.8083,TRUE,FALSE,8,0,32,2,1,,,,,,,
,,,,,,0,2.072212176,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.9885,TRUE,FALSE,8,1,33,0,1,,,,,,,
,,,,,,0,1.740405999,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.5054,FALSE,FALSE,8,2,34,2,1,,,,,,,
,,,,,,0,2.193695819,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8551,TRUE,FALSE,8,3,35,2,1,,,,,,,
,,,,,,0,1.641012157,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.4532,FALSE,FALSE,9,0,36,0,1,,,,,,,
,,,,,,0,2.023180883,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.6568,TRUE,FALSE,9,1,37,2,1,,,,,,,
,,,,,,0,1.68816514,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,0,1.1894,FALSE,TRUE,9,2,38,2,1,,,,,,,
,,,,,,0,1.533890026,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.3407,FALSE,TRUE,9,3,39,1,1,,,,,,,
,,,,,,0,2.444195913,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.0562,TRUE,FALSE,10,0,40,0,1,,,,,,,
,,,,,,0,2.484956119,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,2.2206,TRUE,FALSE,10,1,41,0,1,,,,,,,
,,,,,,0,2.253774325,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,2.1207,TRUE,FALSE,10,2,42,1,1,,,,,,,
,,,,,,0,2.327622412,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.055,TRUE,FALSE,10,3,43,1,1,,,,,,,
,,,,,,0,1.563592466,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.3623,FALSE,TRUE,11,0,44,1,1,,,,,,,
,,,,,,0,1.592577174,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.3546,FALSE,TRUE,11,1,45,0,1,,,,,,,
,,,,,,0,2.481851186,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,2.2366,TRUE,FALSE,11,2,46,3,1,,,,,,,
,,,,,,0,2.021403689,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.8838,TRUE,FALSE,11,3,47,3,1,,,,,,,
,,,,,,0,2.071611745,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.9269,TRUE,FALSE,12,0,48,1,1,,,,,,,
,,,,,,0,2.244040553,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.9624,TRUE,FALSE,12,1,49,3,1,,,,,,,
,,,,,,0,1.653625287,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.3895,FALSE,TRUE,12,2,50,0,1,,,,,,,
,,,,,,0,2.294798614,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,2.2456,TRUE,FALSE,12,3,51,1,1,,,,,,,
,,,,,,0,2.119061317,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.7726,TRUE,FALSE,13,0,52,1,1,,,,,,,
,,,,,,0,2.298564538,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.9059,TRUE,FALSE,13,1,53,2,1,,,,,,,
,,,,,,0,2.244387491,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.0872,TRUE,FALSE,13,2,54,0,1,,,,,,,
,,,,,,0,1.859661531,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.6281,TRUE,FALSE,13,3,55,1,1,,,,,,,
,,,,,,0,2.498215223,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,2.2708,TRUE,FALSE,14,0,56,2,1,,,,,,,
,,,,,,0,2.024847493,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.872,TRUE,FALSE,14,1,57,2,1,,,,,,,
,,,,,,0,2.076528855,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.7505,TRUE,FALSE,14,2,58,3,1,,,,,,,
,,,,,,0,1.848861155,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.6033,TRUE,FALSE,14,3,59,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.464,0,0,0,0,1
,,,,,,0,1.580796824,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.359,FALSE,TRUE,0,0,0,0,1,,,,,,,
,,,,,,0,1.606872832,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.6208,TRUE,FALSE,0,1,1,0,1,,,,,,,
,,,,,,0,1.56549816,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,1.3607,FALSE,TRUE,0,2,2,1,1,,,,,,,
,,,,,,0,2.471234908,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.3538,TRUE,FALSE,0,3,3,3,1,,,,,,,
,,,,,,0,2.160245658,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.9035,TRUE,FALSE,1,0,4,2,1,,,,,,,
,,,,,,0,1.631476943,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.5866,FALSE,FALSE,1,1,5,0,1,,,,,,,
,,,,,,0,2.345953938,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,2.0081,TRUE,FALSE,1,2,6,1,1,,,,,,,
,,,,,,1,1.648634655,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.5569,FALSE,FALSE,1,3,7,0,1,,,,,,,
,,,,,,1,2.294514574,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,2.2452,TRUE,FALSE,2,0,8,1,1,,,,,,,
,,,,,,1,1.884608807,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.7032,TRUE,FALSE,2,1,9,3,1,,,,,,,
,,,,,,1,2.314113081,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,2.0774,TRUE,FALSE,2,2,10,3,1,,,,,,,
,,,,,,1,2.107290911,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.8377,TRUE,FALSE,2,3,11,3,1,,,,,,,
,,,,,,1,2.223308904,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,2.1056,TRUE,FALSE,3,0,12,0,1,,,,,,,
,,,,,,1,2.131412382,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.7853,TRUE,FALSE,3,1,13,2,1,,,,,,,
,,,,,,1,2.146504396,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.9031,TRUE,FALSE,3,2,14,0,1,,,,,,,
,,,,,,1,2.213966417,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,1.8136,TRUE,FALSE,3,3,15,0,1,,,,,,,
,,,,,,1,2.258138735,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,2.0246,TRUE,FALSE,4,0,16,2,1,,,,,,,
,,,,,,1,1.705868721,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.5425,FALSE,FALSE,4,1,17,3,1,,,,,,,
,,,,,,1,2.052714144,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,2.1755,TRUE,FALSE,4,2,18,1,1,,,,,,,
,,,,,,1,1.622132696,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.7229,TRUE,FALSE,4,3,19,0,1,,,,,,,
,,,,,,1,1.60176829,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.6224,TRUE,FALSE,5,0,20,2,1,,,,,,,
,,,,,,1,2.365499872,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,2.0283,TRUE,FALSE,5,1,21,2,1,,,,,,,
,,,,,,1,2.055604825,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,0,2.0305,TRUE,FALSE,5,2,22,0,1,,,,,,,
,,,,,,1,1.624792064,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.9027,TRUE,FALSE,5,3,23,1,1,,,,,,,
,,,,,,1,1.720081458,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,w,1,1.8195,TRUE,FALSE,6,0,24,3,1,,,,,,,
,,,,,,1,1.773835527,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.6463,TRUE,FALSE,6,1,25,1,1,,,,,,,
,,,,,,1,2.368914744,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,2.226,TRUE,FALSE,6,2,26,0,1,,,,,,,
,,,,,,1,1.919492682,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.6094,TRUE,FALSE,6,3,27,2,1,,,,,,,
,,,,,,1,2.499415296,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,2.0772,TRUE,FALSE,7,0,28,3,1,,,,,,,
,,,,,,1,2.077601565,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.7443,TRUE,FALSE,7,1,29,2,1,,,,,,,
,,,,,,1,1.917088993,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,0,1.7426,TRUE,FALSE,7,2,30,3,1,,,,,,,
,,,,,,0,1.660727223,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,1,1.4527,FALSE,FALSE,7,3,31,0,1,,,,,,,
,,,,,,0,2.138773953,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,o,1,1.8544,TRUE,FALSE,8,0,32,1,1,,,,,,,
,,,,,,0,1.594761229,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.3227,FALSE,TRUE,8,1,33,3,1,,,,,,,
,,,,,,0,2.154586864,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,p,0,2.0375,TRUE,FALSE,8,2,34,1,1,,,,,,,
,,,,,,0,2.13132975,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60c9eb53daf4abb8c8b2f937,001,2021-07-19_05h56.19.847,arrow_simon_norep,2021.1.2,Win32,60.20469597,,,,,,,,,,,,,,,,,,,,,q,1,1.7724,TRUE,FALSE,8,3,35,2,1,,,,,,,
