instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,q,1,1.8966,0,0.872742936,#f3af84,,left_orange.png,q,5,1,21,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.5622,0,0.306855157,#a3d0fb,,right_blue.png,o,5,2,22,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.5396,0,0.670042383,#f3af84,,right_orange.png,p,5,3,23,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.267,0,0.090428179,#a3d0fb,,right_blue.png,o,6,0,24,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.0271,0,0.877675198,#f3af84,,right_orange.png,p,6,1,25,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.1672,0,0.226934742,#a3d0fb,,right_blue.png,o,6,2,26,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.6004,0,0.971184507,#f3af84,,left_orange.png,q,6,3,27,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.1506,0,0.337621771,#a3d0fb,,right_blue.png,o,7,0,28,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.0302,0,0.529466478,#f3af84,,right_orange.png,p,7,1,29,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.9003,0,0.145841034,#a3d0fb,,right_blue.png,o,7,2,30,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,1.6505,1,0.074615588,#f3af84,,left_orange.png,q,7,3,31,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.167,0,0.053979577,#a3d0fb,,left_blue.png,w,8,0,32,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.2637,0,0.828282353,#f3af84,,right_orange.png,p,8,1,33,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.8194,0,0.010636092,#a3d0fb,,left_blue.png,w,8,2,34,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.0671,0,0.28128075,#f3af84,,right_orange.png,p,8,3,35,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.2608,0,0.4092858,#a3d0fb,,left_blue.png,w,9,0,36,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.9125,0,0.247556349,#f3af84,,right_orange.png,p,9,1,37,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.8238,0,0.103904202,#a3d0fb,,right_blue.png,o,9,2,38,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.5147,0,0.796692394,#f3af84,,left_orange.png,q,9,3,39,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.5336,0,0.989985158,#a3d0fb,,left_blue.png,w,10,0,40,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.0507,0,0.657483056,#f3af84,,right_orange.png,p,10,1,41,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.3628,0,0.959367776,#a3d0fb,,right_blue.png,o,10,2,42,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.245,0,0.844999771,#f3af84,,right_orange.png,p,10,3,43,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.329,0,0.897717309,#a3d0fb,,left_blue.png,w,11,0,44,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.8889,0,0.236176869,#f3af84,,left_orange.png,q,11,1,45,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.3503,0,0.937695972,#a3d0fb,,left_blue.png,w,11,2,46,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.167,0,0.746154899,#f3af84,,right_orange.png,p,11,3,47,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.3755,0,0.98952212,#a3d0fb,,left_blue.png,w,12,0,48,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.3128,0,0.850687398,#f3af84,,left_orange.png,q,12,1,49,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.1341,0,0.314840604,#a3d0fb,,right_blue.png,o,12,2,50,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.1267,0,0.629900279,#f3af84,,left_orange.png,q,12,3,51,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,0,1.1067,1,0.679911736,#a3d0fb,,right_blue.png,o,13,0,52,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.6623,0,0.073172909,#f3af84,,right_orange.png,p,13,1,53,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.3169,0,0.887683394,#a3d0fb,,right_blue.png,o,13,2,54,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.8358,0,0.424068548,#f3af84,,left_orange.png,q,13,3,55,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.0671,0,0.692006968,#a3d0fb,,right_blue.png,o,14,0,56,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.6947,0,0.244244855,#f3af84,,left_orange.png,q,14,1,57,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.174,0,0.666269669,#a3d0fb,,right_blue.png,o,14,2,58,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.2294,0,0.801614396,#f3af84,,right_orange.png,p,14,3,59,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,space,71.2014,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.8428,0,0.277110311,#a3d0fb,,left_blue.png,w,0,0,0,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.7364,0,0.303076231,#f3af84,,left_orange.png,q,0,1,1,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.6739,0,0.255810345,#a3d0fb,,right_blue.png,o,0,2,2,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,0.7978,0,0.283574888,#f3af84,,right_orange.png,p,0,3,3,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.6838,0,0.264460818,#a3d0fb,,right_blue.png,o,1,0,4,1,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.8093,0,0.369734044,#f3af84,,left_orange.png,q,1,1,5,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.8965,0,0.411095303,#a3d0fb,,left_blue.png,w,1,2,6,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.019,0,0.574658207,#f3af84,,right_orange.png,p,1,3,7,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.9889,0,0.350287106,#a3d0fb,,left_blue.png,w,2,0,8,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.2472,0,0.247610974,#f3af84,,right_orange.png,p,2,1,9,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.0455,0,0.65987783,#a3d0fb,,right_blue.png,o,2,2,10,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.5577,0,0.017461648,#f3af84,,left_orange.png,q,2,3,11,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.4108,0,0.920871,#a3d0fb,,left_blue.png,w,3,0,12,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.0109,0,0.557287261,#f3af84,,left_orange.png,q,3,1,13,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.9731,0,0.291610796,#a3d0fb,,left_blue.png,w,3,2,14,2,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.4289,0,0.971127114,#f3af84,,right_orange.png,p,3,3,15,0,1,o,right_blue.png,right_orange.png,p,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.2635,0,0.824284188,#a3d0fb,,left_blue.png,w,4,0,16,3,1,w,left_blue.png,left_orange.png,q,60638b9a7e201e12e43a2e33,001,2021-07-18_16h29.25.576,arrow_simon_norep,2021.1.2,Win32,59.90534955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
