instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_num,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
space,0,86.6117,p,0,4.6659,1,0.297208814,#a3d0fb,,right_blue.png,o,0,0,0,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,0,3.6412,1,0.238247035,#f3af84,,right_orange.png,p,0,1,1,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,6.1983,0,0.611150353,#a3d0fb,,left_blue.png,w,0,2,2,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.6983,0,0.517042049,#f3af84,,right_orange.png,p,0,3,3,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.4004,0,0.448700391,#a3d0fb,,left_blue.png,w,1,0,4,3,1,w,left_blue.png,left_orange.png,q,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.9699,0,0.551622777,#f3af84,,right_orange.png,p,1,1,5,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.5363,0,0.264331025,#a3d0fb,,right_blue.png,o,1,2,6,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.696,0,0.288348552,#f3af84,,left_orange.png,q,1,3,7,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,2.2314,1,0.832180356,#a3d0fb,,left_blue.png,w,2,0,8,3,1,w,left_blue.png,left_orange.png,q,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,0,4.3952,1,0.183949213,#f3af84,,right_orange.png,p,2,1,9,0,1,o,right_blue.png,right_orange.png,p,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,6.5891,0,0.112103208,#a3d0fb,,right_blue.png,o,2,2,10,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,11.0477,0,0.049083516,#f3af84,,right_orange.png,p,2,3,11,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.2277,0,0.133605614,#a3d0fb,,right_blue.png,o,3,0,12,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.0071,0,0.22100422,#f3af84,,left_orange.png,q,3,1,13,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,0,1.256,1,0.377326219,#a3d0fb,,right_blue.png,o,3,2,14,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.804,0,0.019752847,#f3af84,,left_orange.png,q,3,3,15,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.4358,0,0.554767924,#a3d0fb,,right_blue.png,o,4,0,16,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,2.0033,0,0.724123209,#f3af84,,left_orange.png,q,4,1,17,3,1,w,left_blue.png,left_orange.png,q,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.9495,0,0.13727246,#a3d0fb,,left_blue.png,w,4,2,18,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,4.2024,1,0.460645575,#f3af84,,right_orange.png,p,4,3,19,1,1,o,right_blue.png,right_orange.png,p,right,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,0,1.3019,1,0.311514533,#a3d0fb,,left_blue.png,w,5,0,20,2,1,w,left_blue.png,left_orange.png,q,left,60fde665fa8ed91a1c462c3e,001,2021-08-01_12h32.51.717,arrow_simon_norep,2021.1.2,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
