instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_num,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
space,0,50.288,o,0,1.9414,1,0.865346117,#a3d0fb,,left_blue.png,w,0,0,0,3,1,w,left_blue.png,left_orange.png,q,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,1.9007,1,0.702010562,#f3af84,,left_orange.png,q,0,1,1,3,1,w,left_blue.png,left_orange.png,q,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,2.2928,0,0.981634495,#a3d0fb,,right_blue.png,o,0,2,2,1,1,o,right_blue.png,right_orange.png,p,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,2.6119,0,0.963374549,#f3af84,,left_orange.png,q,0,3,3,3,1,w,left_blue.png,left_orange.png,q,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,1.0414,1,0.09833039,#a3d0fb,,right_blue.png,o,1,0,4,0,1,o,right_blue.png,right_orange.png,p,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.2298,0,0.909158603,#f3af84,,left_orange.png,q,1,1,5,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.0171,0,0.30583076,#a3d0fb,,left_blue.png,w,1,2,6,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.3011,0,0.167823377,#f3af84,,left_orange.png,q,1,3,7,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,1.9215,1,0.571627445,#a3d0fb,,left_blue.png,w,2,0,8,3,1,w,left_blue.png,left_orange.png,q,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,2.0011,0,0.937094836,#f3af84,,left_orange.png,q,2,1,9,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.672,0,0.618353462,#a3d0fb,,left_blue.png,w,2,2,10,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.7287,0,0.847299337,#f3af84,,right_orange.png,p,2,3,11,1,1,o,right_blue.png,right_orange.png,p,right,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.1084,0,0.300962861,#a3d0fb,,left_blue.png,w,3,0,12,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.0069,0,0.270154051,#f3af84,,left_orange.png,q,3,1,13,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.5218,0,0.86932838,#a3d0fb,,left_blue.png,w,3,2,14,2,1,w,left_blue.png,left_orange.png,q,left,6104f5a9a8c67ea98c6b0af8,001,2021-08-01_11h32.33.441,arrow_simon_norep,2021.1.2,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
