instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,,,,1,2.475524025,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.82,TRUE,FALSE,7,3,31,2,1,,,,,,,
,,,,,,1,1.934603853,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,2.315,TRUE,FALSE,8,0,32,0,1,,,,,,,
,,,,,,1,1.902632334,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.873,TRUE,FALSE,8,1,33,2,1,,,,,,,
,,,,,,1,2.302910018,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.886,TRUE,FALSE,8,2,34,2,1,,,,,,,
,,,,,,1,2.233109823,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,2.024,TRUE,FALSE,8,3,35,3,1,,,,,,,
,,,,,,1,1.605345838,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,0.064,FALSE,TRUE,9,0,36,1,1,,,,,,,
,,,,,,1,1.851084729,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,0.418,FALSE,TRUE,9,1,37,0,1,,,,,,,
,,,,,,1,1.90440231,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.302,FALSE,TRUE,9,2,38,1,1,,,,,,,
,,,,,,1,2.007658087,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.789,TRUE,FALSE,9,3,39,0,1,,,,,,,
,,,,,,1,2.427303073,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.979,TRUE,FALSE,10,0,40,0,1,,,,,,,
,,,,,,1,2.465957534,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.161,FALSE,TRUE,10,1,41,2,1,,,,,,,
,,,,,,1,2.322556013,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,2.18,TRUE,FALSE,10,2,42,3,1,,,,,,,
,,,,,,1,1.738208263,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,2.713,TRUE,FALSE,10,3,43,0,1,,,,,,,
,,,,,,1,1.656019774,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,0.522,FALSE,TRUE,11,0,44,1,1,,,,,,,
,,,,,,1,2.489237398,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,0.027,FALSE,TRUE,11,1,45,1,1,,,,,,,
,,,,,,1,1.756925051,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.084,FALSE,TRUE,11,2,46,2,1,,,,,,,
,,,,,,1,2.154171677,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.583,FALSE,FALSE,11,3,47,2,1,,,,,,,
,,,,,,1,2.232394067,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.57,FALSE,FALSE,12,0,48,3,1,,,,,,,
,,,,,,1,2.438742103,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.224,TRUE,FALSE,12,1,49,1,1,,,,,,,
,,,,,,1,1.887127789,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.566,FALSE,FALSE,12,2,50,0,1,,,,,,,
,,,,,,1,1.80019947,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.808,TRUE,FALSE,12,3,51,3,1,,,,,,,
,,,,,,1,1.671676538,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,2.004,TRUE,FALSE,13,0,52,3,1,,,,,,,
,,,,,,1,2.296665706,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.98,TRUE,FALSE,13,1,53,1,1,,,,,,,
,,,,,,1,1.579162798,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.288,FALSE,TRUE,13,2,54,2,1,,,,,,,
,,,,,,1,1.659497099,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.975,TRUE,FALSE,13,3,55,3,1,,,,,,,
,,,,,,1,2.451280251,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,2.206,TRUE,FALSE,14,0,56,3,1,,,,,,,
,,,,,,1,1.820541324,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.683,TRUE,FALSE,14,1,57,2,1,,,,,,,
,,,,,,1,2.215640647,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.657,TRUE,FALSE,14,2,58,2,1,,,,,,,
,,,,,,1,1.731707834,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.492,FALSE,FALSE,14,3,59,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,96.261,0,0,0,0,1
,,,,,,1,1.806485995,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.627,TRUE,FALSE,0,0,0,1,1,,,,,,,
,,,,,,1,2.073451506,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.089,TRUE,FALSE,0,1,1,0,1,,,,,,,
,,,,,,1,1.849878593,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.607,TRUE,FALSE,0,2,2,2,1,,,,,,,
,,,,,,1,2.15239447,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.887,TRUE,FALSE,0,3,3,3,1,,,,,,,
,,,,,,1,1.794151708,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,0.563,FALSE,TRUE,1,0,4,1,1,,,,,,,
,,,,,,1,1.875559337,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.985,TRUE,FALSE,1,1,5,0,1,,,,,,,
,,,,,,1,2.182939924,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.684,TRUE,FALSE,1,2,6,2,1,,,,,,,
,,,,,,1,2.494396224,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.845,TRUE,FALSE,1,3,7,2,1,,,,,,,
,,,,,,1,1.837310648,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,1,1.687,TRUE,FALSE,2,0,8,2,1,,,,,,,
,,,,,,1,1.980724723,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.476,FALSE,FALSE,2,1,9,3,1,,,,,,,
,,,,,,0,1.900593895,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.562,FALSE,FALSE,2,2,10,1,1,,,,,,,
,,,,,,0,1.54337949,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.324,FALSE,TRUE,2,3,11,3,1,,,,,,,
,,,,,,1,2.03148671,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.526,FALSE,FALSE,3,0,12,0,1,,,,,,,
,,,,,,1,2.281751243,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,2.018,TRUE,FALSE,3,1,13,3,1,,,,,,,
,,,,,,1,1.782531086,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.466,FALSE,FALSE,3,2,14,1,1,,,,,,,
,,,,,,1,1.987267334,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.844,TRUE,FALSE,3,3,15,2,1,,,,,,,
,,,,,,1,1.734775399,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.49,FALSE,FALSE,4,0,16,3,1,,,,,,,
,,,,,,1,2.452667479,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,2.371,TRUE,FALSE,4,1,17,2,1,,,,,,,
,,,,,,1,2.038733345,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.942,TRUE,FALSE,4,2,18,1,1,,,,,,,
,,,,,,1,2.462589598,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,2.597,TRUE,FALSE,4,3,19,2,1,,,,,,,
,,,,,,1,1.633123988,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.14,FALSE,TRUE,5,0,20,2,1,,,,,,,
,,,,,,1,1.932870563,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.879,TRUE,FALSE,5,1,21,0,1,,,,,,,
,,,,,,1,1.542474492,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.168,FALSE,TRUE,5,2,22,1,1,,,,,,,
,,,,,,1,1.758405594,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.321,FALSE,TRUE,5,3,23,3,1,,,,,,,
,,,,,,1,2.426110597,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.972,TRUE,FALSE,6,0,24,3,1,,,,,,,
,,,,,,0,1.70871799,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,1,1.469,FALSE,FALSE,6,1,25,2,1,,,,,,,
,,,,,,0,2.370709662,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,q,0,1.992,TRUE,FALSE,6,2,26,2,1,,,,,,,
,,,,,,0,2.228252539,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.126,TRUE,FALSE,6,3,27,0,1,,,,,,,
,,,,,,0,1.538325085,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.117,FALSE,TRUE,7,0,28,2,1,,,,,,,
,,,,,,0,2.377322355,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,2.039,TRUE,FALSE,7,1,29,3,1,,,,,,,
,,,,,,0,1.780950878,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.235,FALSE,TRUE,7,2,30,2,1,,,,,,,
,,,,,,0,2.003234189,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.79,TRUE,FALSE,7,3,31,3,1,,,,,,,
,,,,,,0,1.742861398,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.656,TRUE,FALSE,8,0,32,0,1,,,,,,,
,,,,,,0,2.360922749,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,2.24,TRUE,FALSE,8,1,33,1,1,,,,,,,
,,,,,,1,2.012489716,#a3d0fb,,left_blue.png,w,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.531,FALSE,FALSE,8,2,34,3,1,,,,,,,
,,,,,,1,1.805027465,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.454,FALSE,FALSE,8,3,35,1,1,,,,,,,
,,,,,,0,1.649079824,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.58,FALSE,FALSE,9,0,36,0,1,,,,,,,
,,,,,,0,2.276290891,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,1,1.897,TRUE,FALSE,9,1,37,0,1,,,,,,,
,,,,,,0,1.552532381,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.143,FALSE,TRUE,9,2,38,0,1,,,,,,,
,,,,,,1,1.862605601,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.578,FALSE,FALSE,9,3,39,2,1,,,,,,,
,,,,,,1,2.436711853,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,2.007,TRUE,FALSE,10,0,40,1,1,,,,,,,
,,,,,,1,2.370068909,#f3af84,,left_orange.png,q,,,,,,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,w,0,1.926,TRUE,FALSE,10,1,41,3,1,,,,,,,
,,,,,,1,1.926067801,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,1,1.844,TRUE,FALSE,10,2,42,0,1,,,,,,,
,,,,,,1,2.17049195,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.492,FALSE,FALSE,10,3,43,1,1,,,,,,,
,,,,,,1,2.419491167,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.785,TRUE,FALSE,11,0,44,1,1,,,,,,,
,,,,,,1,2.483566806,#f3af84,,right_orange.png,p,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,o,0,1.839,TRUE,FALSE,11,1,45,1,1,,,,,,,
,,,,,,1,2.297668739,#a3d0fb,,right_blue.png,o,,,,,,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,p,0,1.658,TRUE,FALSE,11,2,46,1,1,,,,,,,
