instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,o,1,13.403,0,0.233722875,#a3d0fb,,right_blue.png,o,2,2,10,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,28.48,0,0.230718705,#f3af84,,left_orange.png,q,2,3,11,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,11.344,0,0.63533296,#a3d0fb,,left_blue.png,w,3,0,12,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,8.393,0,0.046471966,#f3af84,,left_orange.png,q,3,1,13,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,8.527,0,0.247292631,#a3d0fb,,right_blue.png,o,3,2,14,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,5.832,0,0.656989797,#f3af84,,right_orange.png,p,3,3,15,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,8.942,0,0.419381049,#a3d0fb,,left_blue.png,w,4,0,16,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,7.004,0,0.84243334,#f3af84,,left_orange.png,q,4,1,17,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,10.004,0,0.500451839,#a3d0fb,,right_blue.png,o,4,2,18,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,9.239,0,0.732921018,#f3af84,,right_orange.png,p,4,3,19,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,7.975,1,0.43959625,#a3d0fb,,left_blue.png,w,5,0,20,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,9.524,0,0.388752276,#f3af84,,left_orange.png,q,5,1,21,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,10.141,0,0.742683141,#a3d0fb,,left_blue.png,w,5,2,22,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,5.713,0,0.485306824,#f3af84,,left_orange.png,q,5,3,23,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,8.707,0,0.601036546,#a3d0fb,,right_blue.png,o,6,0,24,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,7.663,0,0.188528802,#f3af84,,right_orange.png,p,6,1,25,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,7.516,0,0.759414487,#a3d0fb,,right_blue.png,o,6,2,26,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,24.168,0,0.501737039,#f3af84,,right_orange.png,p,6,3,27,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,5.125,0,0.131619663,#a3d0fb,,left_blue.png,w,7,0,28,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,5.843,0,0.916018253,#f3af84,,left_orange.png,q,7,1,29,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,5.709,0,0.973015269,#a3d0fb,,left_blue.png,w,7,2,30,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,4.139,0,0.70107926,#f3af84,,left_orange.png,q,7,3,31,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,5.315,0,0.065793479,#a3d0fb,,right_blue.png,o,8,0,32,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,6.535,0,0.785924988,#f3af84,,right_orange.png,p,8,1,33,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,3.15,0,0.801668521,#a3d0fb,,left_blue.png,w,8,2,34,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,4.522,0,0.683763859,#f3af84,,right_orange.png,p,8,3,35,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,7.4,0,0.697380867,#a3d0fb,,right_blue.png,o,9,0,36,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.557,0,0.124007991,#f3af84,,left_orange.png,q,9,1,37,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,79.669,0,0.384646344,#a3d0fb,,right_blue.png,o,9,2,38,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,60.422,0,0.772423416,#f3af84,,left_orange.png,q,9,3,39,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,8.335,0,0.0674981,#a3d0fb,,right_blue.png,o,10,0,40,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,4.14,0,0.318518745,#f3af84,,left_orange.png,q,10,1,41,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,3.122,0,0.561349839,#a3d0fb,,right_blue.png,o,10,2,42,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.279,0,0.094376367,#f3af84,,right_orange.png,p,10,3,43,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,2.629,0,0.467518569,#a3d0fb,,right_blue.png,o,11,0,44,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.038,0,0.236800021,#f3af84,,right_orange.png,p,11,1,45,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,4.751,0,0.459640845,#a3d0fb,,right_blue.png,o,11,2,46,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.892,0,0.981326838,#f3af84,,left_orange.png,q,11,3,47,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,3.127,0,0.53333243,#a3d0fb,,left_blue.png,w,12,0,48,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.697,0,0.004281661,#f3af84,,left_orange.png,q,12,1,49,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.497,0,0.385355439,#a3d0fb,,left_blue.png,w,12,2,50,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,3.348,0,0.786348934,#f3af84,,right_orange.png,p,12,3,51,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,2.757,0,0.223490617,#a3d0fb,,right_blue.png,o,13,0,52,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.227,0,0.657506766,#f3af84,,left_orange.png,q,13,1,53,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.503,0,0.109307385,#a3d0fb,,left_blue.png,w,13,2,54,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,3.942,0,0.82721184,#f3af84,,right_orange.png,p,13,3,55,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,5.832,0,0.952473365,#a3d0fb,,left_blue.png,w,14,0,56,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,3.063,0,0.180241913,#f3af84,,right_orange.png,p,14,1,57,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,2.716,0,0.297229624,#a3d0fb,,right_blue.png,o,14,2,58,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.219,0,0.115258126,#f3af84,,right_orange.png,p,14,3,59,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,space,42.344,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,12.638,0,0.67538572,#a3d0fb,,left_blue.png,w,0,0,0,2,1,w,left_blue.png,left_orange.png,q,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,8.662,0,0.413948409,#f3af84,,right_orange.png,p,0,1,1,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,5.027,0,0.575230021,#a3d0fb,,right_blue.png,o,0,2,2,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,2.342,0,0.996786628,#f3af84,,left_orange.png,q,0,3,3,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,3.969,0,0.775197668,#a3d0fb,,left_blue.png,w,1,0,4,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,3.104,0,0.043082424,#f3af84,,right_orange.png,p,1,1,5,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,3.826,0,0.620436713,#a3d0fb,,right_blue.png,o,1,2,6,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.788,0,0.770659063,#f3af84,,right_orange.png,p,1,3,7,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.804,0,0.988212167,#a3d0fb,,left_blue.png,w,2,0,8,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.691,0,0.035318493,#f3af84,,left_orange.png,q,2,1,9,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,3.757,0,0.593792082,#a3d0fb,,right_blue.png,o,2,2,10,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.489,0,0.84059518,#f3af84,,right_orange.png,p,2,3,11,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.631,0,0.804070971,#a3d0fb,,right_blue.png,o,3,0,12,1,1,o,right_blue.png,right_orange.png,p,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.83,0,0.937444894,#f3af84,,right_orange.png,p,3,1,13,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.263,0,0.403227094,#a3d0fb,,right_blue.png,o,3,2,14,0,1,o,right_blue.png,right_orange.png,p,left,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,2.552,0,0.515662132,#f3af84,,left_orange.png,q,3,3,15,3,1,w,left_blue.png,left_orange.png,q,right,60ea8c3fff09d1cae3f2119c,001,2021-07-19_02h57.15.998,arrow_simon_norep,2021.1.2,Win32,54.2888165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
