instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_num,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
space,0,132.68,o,1,3.98,0,0.970531874,#a3d0fb,,right_blue.png,o,0,0,0,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.389,0,0.213195321,#f3af84,,right_orange.png,p,0,1,1,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,0.84,0,0.135241145,#a3d0fb,,left_blue.png,w,0,2,2,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.669,0,0.997724522,#f3af84,,right_orange.png,p,0,3,3,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.232,0,0.65020085,#a3d0fb,,left_blue.png,w,1,0,4,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,2.418,1,0.641409641,#f3af84,,right_orange.png,p,1,1,5,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,1.135,1,0.420332637,#a3d0fb,,right_blue.png,o,1,2,6,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,3.178,0,0.193283142,#f3af84,,left_orange.png,q,1,3,7,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.979,0,0.455280069,#a3d0fb,,right_blue.png,o,2,0,8,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.349,0,0.208405541,#f3af84,,right_orange.png,p,2,1,9,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.653,0,0.256962942,#a3d0fb,,left_blue.png,w,2,2,10,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.883,0,0.277473223,#f3af84,,left_orange.png,q,2,3,11,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.285,0,0.54128088,#a3d0fb,,right_blue.png,o,3,0,12,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.329,0,0.789084584,#f3af84,,right_orange.png,p,3,1,13,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.956,0,0.35782747,#a3d0fb,,left_blue.png,w,3,2,14,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.421,0,0.568189422,#f3af84,,left_orange.png,q,3,3,15,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,0,1.569,1,0.793093488,#a3d0fb,,left_blue.png,w,4,0,16,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.371,0,0.8439193,#f3af84,,left_orange.png,q,4,1,17,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.412,0,0.716148663,#a3d0fb,,left_blue.png,w,4,2,18,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.428,0,0.709825893,#f3af84,,left_orange.png,q,4,3,19,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.712,0,0.534305332,#a3d0fb,,left_blue.png,w,5,0,20,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.968,0,0.935536743,#f3af84,,right_orange.png,p,5,1,21,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.733,0,0.11193713,#a3d0fb,,right_blue.png,o,5,2,22,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.146,0,0.558590751,#f3af84,,right_orange.png,p,5,3,23,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,1.002,0,0.134862468,#a3d0fb,,right_blue.png,o,6,0,24,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.646,0,0.7898804,#f3af84,,right_orange.png,p,6,1,25,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,0.928,1,0.106508593,#a3d0fb,,left_blue.png,w,6,2,26,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.418,0,0.731244276,#f3af84,,right_orange.png,p,6,3,27,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,0.722,0,0.0838257,#a3d0fb,,right_blue.png,o,7,0,28,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.415,0,0.222873095,#f3af84,,left_orange.png,q,7,1,29,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,2.104,0,0.734979236,#a3d0fb,,right_blue.png,o,7,2,30,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,0.921,0,0.100888613,#f3af84,,left_orange.png,q,7,3,31,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,0,1.196,1,0.500403167,#a3d0fb,,right_blue.png,o,8,0,32,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.635,0,0.399108609,#f3af84,,right_orange.png,p,8,1,33,1,1,o,right_blue.png,right_orange.png,p,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.88,0,0.785661992,#a3d0fb,,left_blue.png,w,8,2,34,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.735,0,0.19874986,#f3af84,,right_orange.png,p,8,3,35,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.787,0,0.555017772,#a3d0fb,,left_blue.png,w,9,0,36,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.642,0,0.978600035,#f3af84,,left_orange.png,q,9,1,37,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.565,0,0.561447441,#a3d0fb,,left_blue.png,w,9,2,38,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.02,0,0.976997846,#f3af84,,right_orange.png,p,9,3,39,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.082,0,0.285700094,#a3d0fb,,left_blue.png,w,10,0,40,2,1,w,left_blue.png,left_orange.png,q,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,1.645,0,0.671015757,#f3af84,,left_orange.png,q,10,1,41,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,0,2.339,1,0.725181471,#a3d0fb,,right_blue.png,o,10,2,42,0,1,o,right_blue.png,right_orange.png,p,left,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,0,1.924,1,0.975255957,#f3af84,,left_orange.png,q,10,3,43,3,1,w,left_blue.png,left_orange.png,q,right,60fddaff22a9066eb9975cd9,001,2021-08-01_06h31.36.013,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
