instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_resp,odd_target_file,even_target_file,even_target_resp,target_side,participant,session,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_num,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
space,0,33.942,w,0,3.268,1,0.26107674,#a3d0fb,,right_blue.png,o,0,0,0,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,4.091,0,0.594941419,#f3af84,,right_orange.png,p,0,1,1,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,0,2.698,1,0.763461982,#a3d0fb,,left_blue.png,w,0,2,2,2,1,w,left_blue.png,left_orange.png,q,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,q,1,7.299,0,0.574599887,#f3af84,,left_orange.png,q,0,3,3,3,1,w,left_blue.png,left_orange.png,q,right,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,1,4.888,0,0.933859987,#a3d0fb,,right_blue.png,o,1,0,4,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.198,0,0.683028177,#f3af84,,right_orange.png,p,1,1,5,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,4.026,0,0.153232177,#a3d0fb,,left_blue.png,w,1,2,6,3,1,w,left_blue.png,left_orange.png,q,right,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,6.617,0,0.961215592,#f3af84,,right_orange.png,p,1,3,7,1,1,o,right_blue.png,right_orange.png,p,right,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,2.851,0,0.871099386,#a3d0fb,,left_blue.png,w,2,0,8,3,1,w,left_blue.png,left_orange.png,q,right,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,1.878,0,0.308986919,#f3af84,,right_orange.png,p,2,1,9,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,1,1.898,0,0.223826423,#a3d0fb,,left_blue.png,w,2,2,10,3,1,w,left_blue.png,left_orange.png,q,right,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,p,1,2.023,0,0.692513419,#f3af84,,right_orange.png,p,2,3,11,0,1,o,right_blue.png,right_orange.png,p,left,60fda003f3acba0353b4c015,001,2021-07-25_16h32.29.845,arrow_simon_norep,2021.1.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
